Pos,Team,Pld,W,D,L,GF,GA,GD,Pts,Qualification or relegation,season,City,GAv
15,Cesena,30,4,14,12,22,35,-13,22,Relegation to Serie B,1982/83,Cesena,0.629
16,Catanzaro,30,2,9,19,21,56,-35,13,Relegation to Serie B,1982/83,Catanzaro,0.375
1,Juventus,30,17,9,4,57,29,28,43,Qualification to European Cup,1983/84,Torino,1.966
2,Roma,30,15,11,4,48,28,20,41,Qualification to Cup Winners' Cup,1983/84,Roma,1.714
3,Fiorentina,30,12,12,6,48,31,17,36,Qualification to UEFA Cup,1983/84,Firenze,1.548
4,Inter Milan,30,12,11,7,37,23,14,35,Qualification to UEFA Cup,1983/84,Milano,1.609
5,Torino,30,11,11,8,37,30,7,33,,1983/84,Torino,1.233
6,Milan,30,10,12,8,37,40,-3,32,,1983/84,Milano,0.925
7,Sampdoria,30,12,8,10,36,30,6,32,,1983/84,Genova,1.2
8,Hellas Verona,30,12,8,10,43,35,8,32,,1983/84,Verona,1.229
9,Udinese,30,11,9,10,47,40,7,31,,1983/84,Udine,1.175
10,Ascoli,30,9,11,10,29,35,-6,29,,1983/84,Ascoli Piceno,0.829
11,Napoli,30,7,12,11,28,38,-10,26,,1983/84,Napoli,0.737
12,Avellino,30,9,8,13,33,39,-6,26,,1983/84,Avellino,0.846
13,Lazio,30,8,9,13,35,49,-14,25[a],,1983/84,Roma,0.714
14,Genoa,30,6,13,11,24,36,-12,25,Relegation to Serie B,1983/84,Genova,0.667
15,Pisa,30,3,16,11,20,35,-15,22,Relegation to Serie B,1983/84,Pisa,0.571
16,Catania,30,1,10,19,14,55,-41,12,Relegation to Serie B,1983/84,Catania,0.255
1,Hellas Verona,30,15,13,2,42,19,23,43,Qualification to European Cup,1984/85,Verona,2.211
2,Torino,30,14,11,5,36,22,14,39,Qualification to UEFA Cup,1984/85,Torino,1.636
3,Inter Milan,30,13,12,5,42,28,14,38,Qualification to UEFA Cup,1984/85,Milano,1.5
4,Sampdoria,30,12,13,5,36,21,15,37,Qualification to Cup Winners' Cup,1984/85,Genova,1.714
5,Milan,30,12,12,6,31,25,6,36[a],Qualification to UEFA Cup,1984/85,Milano,1.24
6,Juventus,30,11,14,5,48,33,15,36[a],Qualification to European Cup,1984/85,Torino,1.455
7,Roma,30,10,14,6,33,25,8,34,,1984/85,Roma,1.32
8,Napoli,30,10,13,7,34,29,5,33,,1984/85,Napoli,1.172
9,Fiorentina,30,8,13,9,33,31,2,29,,1984/85,Firenze,1.065
10,Atalanta,30,5,18,7,20,32,-12,28,,1984/85,Bergamo,0.625
11,Como,30,6,13,11,17,27,-10,25,,1984/85,Como,0.63
12,Udinese,30,10,5,15,43,46,-3,25,,1984/85,Udine,0.935
13,Avellino,30,7,11,12,27,33,-6,25,,1984/85,Avellino,0.818
14,Ascoli,30,4,14,12,24,40,-16,22,Relegation to Serie B,1984/85,Ascoli Piceno,0.6
15,Lazio,30,2,11,17,16,45,-29,15,Relegation to Serie B,1984/85,Roma,0.356
16,Cremonese,30,4,7,19,22,48,-26,15,Relegation to Serie B,1984/85,Cremona,0.458
1,Juventus,30,18,9,3,43,17,26,45,Qualification to European Cup,1985/86,Torino,2.529
2,Roma,30,19,3,8,51,27,24,41,Qualification to Cup Winners' Cup,1985/86,Roma,1.889
3,Napoli,30,14,11,5,35,21,14,39,Qualification to UEFA Cup,1985/86,Napoli,1.667
4,Torino,30,11,11,8,31,26,5,33,Qualification to UEFA Cup,1985/86,Torino,1.192
5,Fiorentina,30,10,13,7,29,23,6,33,Qualification to UEFA Cup,1985/86,Firenze,1.261
6,Inter Milan,30,12,8,10,36,33,3,32,Qualification to UEFA Cup,1985/86,Milano,1.091
7,Milan,30,10,11,9,26,24,2,31,,1985/86,Milano,1.083
8,Atalanta,30,7,15,8,27,26,1,29,,1985/86,Bergamo,1.038
9,Como,30,7,15,8,32,32,0,29,,1985/86,Como,1.0
10,Hellas Verona,30,9,10,11,31,40,-9,28,,1985/86,Verona,0.775
11,Avellino,30,9,9,12,28,38,-10,27,,1985/86,Avellino,0.737
12,Sampdoria,30,8,11,11,27,25,2,27,,1985/86,Genova,1.08
13,Udinese,30,6,13,11,31,37,-6,25,,1985/86,Udine,0.838
14,Pisa,30,5,13,12,27,40,-13,23,Relegation to Serie B,1985/86,Pisa,0.675
15,Bari,30,5,12,13,18,31,-13,22,Relegation to Serie B,1985/86,Bari,0.581
16,Lecce,30,5,6,19,23,55,-32,16,Relegation to Serie B,1985/86,Lecce,0.418
1,Napoli,30,15,12,3,41,21,20,42,Qualification to European Cup,1986/87,Napoli,1.952
2,Juventus,30,14,11,5,42,27,15,39,Qualification to UEFA Cup,1986/87,Torino,1.556
3,Inter Milan,30,15,8,7,32,17,15,38,Qualification to UEFA Cup,1986/87,Milano,1.882
4,Hellas Verona,30,12,12,6,36,25,11,36,Qualification to UEFA Cup,1986/87,Verona,1.44
5,Milan,30,13,9,8,31,21,10,35,Qualification to UEFA Cup,1986/87,Milano,1.476
6,Sampdoria,30,13,9,8,37,21,16,35,,1986/87,Genova,1.762
7,Roma,30,12,9,9,37,31,6,33,,1986/87,Roma,1.194
8,Avellino,30,9,12,9,31,38,-7,30,,1986/87,Avellino,0.816
9,Como,30,5,16,9,16,20,-4,26,,1986/87,Como,0.8
10,Fiorentina,30,8,10,12,30,35,-5,26,,1986/87,Firenze,0.857
11,Torino,30,8,10,12,26,32,-6,26,,1986/87,Torino,0.812
12,Ascoli,30,7,10,13,18,33,-15,24,,1986/87,Ascoli Piceno,0.545
13,Empoli,30,8,7,15,13,33,-20,23,,1986/87,Empoli,0.394
14,Brescia,30,7,8,15,25,35,-10,22,Relegation to Serie B,1986/87,Brescia,0.714
15,Atalanta,30,7,7,16,22,32,-10,21,Qualification to Cup Winners' Cup and relegation to Serie B,1986/87,Bergamo,0.688
16,Udinese,30,6,12,12,25,41,-16,15,Relegation to Serie B,1986/87,Udine,0.61
1,Milan,30,17,11,2,43,14,29,45,Qualification to European Cup,1987/88,Milano,3.071
2,Napoli,30,18,6,6,55,27,28,42,Qualification to UEFA Cup,1987/88,Napoli,2.037
3,Roma,30,15,8,7,39,26,13,38,Qualification to UEFA Cup,1987/88,Roma,1.5
4,Sampdoria,30,13,11,6,41,30,11,37,Qualification to Cup Winners' Cup,1987/88,Genova,1.367
5,Inter Milan,30,11,10,9,42,35,7,32,Qualification to UEFA Cup,1987/88,Milano,1.2
6,Juventus,30,11,9,10,35,30,5,31,Qualification to UEFA Cup,1987/88,Torino,1.167
7,Torino,30,8,15,7,33,30,3,31,,1987/88,Torino,1.1
8,Fiorentina,30,9,10,11,29,33,-4,28,,1987/88,Firenze,0.879
9,Cesena,30,7,12,11,23,32,-9,26,,1987/88,Cesena,0.719
10,Hellas Verona,30,7,11,12,23,30,-7,25,,1987/88,Verona,0.767
11,Como,30,6,13,11,22,37,-15,25,,1987/88,Como,0.595
12,Ascoli,30,6,12,12,30,37,-7,24,,1987/88,Ascoli Piceno,0.811
13,Pisa,30,6,12,12,23,30,-7,24,,1987/88,Pisa,0.767
14,Pescara,30,8,8,14,27,44,-17,24,,1987/88,Pescara,0.614
15,Avellino,30,5,13,12,19,39,-20,23,Relegation to Serie B,1987/88,Avellino,0.487
16,Empoli,30,6,13,11,20,30,-10,20,Relegation to Serie B,1987/88,Empoli,0.667
1,Inter Milan,34,26,6,2,67,19,48,58,Qualification to European Cup,1988/89,Milano,3.526
2,Napoli,34,18,11,5,57,28,29,47,Qualification to UEFA Cup,1988/89,Napoli,2.036
3,Milan,34,16,14,4,61,25,36,46,Qualification to European Cup,1988/89,Milano,2.44
4,Juventus,34,15,13,6,51,36,15,43,Qualification to UEFA Cup,1988/89,Torino,1.417
5,Sampdoria,34,14,11,9,43,25,18,39,Qualification to Cup Winners' Cup,1988/89,Genova,1.72
6,Atalanta,34,11,14,9,37,32,5,36,Qualification to UEFA Cup,1988/89,Bergamo,1.156
7,Fiorentina,34,12,10,12,44,43,1,34,Qualification to UEFA Cup,1988/89,Firenze,1.023
8,Roma,34,11,12,11,33,40,-7,34,,1988/89,Roma,0.825
9,Lecce,34,8,15,11,25,35,-10,31,,1988/89,Lecce,0.714
10,Lazio,34,5,19,10,23,32,-9,29,,1988/89,Roma,0.719
11,Hellas Verona,34,5,19,10,18,27,-9,29,,1988/89,Verona,0.667
12,Ascoli,34,9,11,14,30,41,-11,29,,1988/89,Ascoli Piceno,0.732
13,Cesena,34,8,13,13,24,39,-15,29,,1988/89,Cesena,0.615
14,Bologna,34,8,13,13,26,43,-17,29,,1988/89,Bologna,0.605
15,Torino,34,8,11,15,37,49,-12,27,Relegation to Serie B,1988/89,Torino,0.755
16,Pescara,34,5,17,12,28,43,-15,27,Relegation to Serie B,1988/89,Pescara,0.651
17,Pisa,34,6,11,17,17,39,-22,23,Relegation to Serie B,1988/89,Pisa,0.436
18,Como,34,6,10,18,24,49,-25,22,Relegation to Serie B,1988/89,Como,0.49
1,Napoli,34,21,9,4,57,31,26,51,Qualification to European Cup,1989/90,Napoli,1.839
2,Milan,34,22,5,7,56,27,29,49,Qualification to European Cup,1989/90,Milano,2.074
3,Inter Milan,34,17,10,7,55,32,23,44,Qualification to UEFA Cup,1989/90,Milano,1.719
4,Juventus,34,15,14,5,56,36,20,44,Qualification to Cup Winners' Cup,1989/90,Torino,1.556
5,Sampdoria,34,16,11,7,46,26,20,43,Qualification to Cup Winners' Cup,1989/90,Genova,1.769
6,Roma,34,14,13,7,45,40,5,41,Qualification to UEFA Cup,1989/90,Roma,1.125
7,Atalanta,34,12,11,11,36,43,-7,35,Qualification to UEFA Cup,1989/90,Bergamo,0.837
8,Bologna,34,9,16,9,29,36,-7,34,Qualification to UEFA Cup,1989/90,Bologna,0.806
9,Lazio,34,8,15,11,34,33,1,31,,1989/90,Roma,1.03
10,Bari,34,6,19,9,34,37,-3,31,,1989/90,Bari,0.919
11,Genoa,34,6,17,11,27,31,-4,29,,1989/90,Genova,0.871
12,Fiorentina,34,7,14,13,41,42,-1,28,,1989/90,Firenze,0.976
13,Cesena,34,6,16,12,26,36,-10,28,,1989/90,Cesena,0.722
14,Lecce,34,10,8,16,29,46,-17,28,,1989/90,Lecce,0.63
15,Udinese,34,6,15,13,37,51,-14,27,Relegation to Serie B,1989/90,Udine,0.725
16,Hellas Verona,34,6,13,15,27,44,-17,25,Relegation to Serie B,1989/90,Verona,0.614
17,Cremonese,34,5,13,16,29,50,-21,23,Relegation to Serie B,1989/90,Cremona,0.58
18,Ascoli,34,4,13,17,20,43,-23,21,Relegation to Serie B,1989/90,Ascoli Piceno,0.465
1,Sampdoria,34,20,11,3,57,24,33,51,Qualification to European Cup,1990/91,Genova,2.375
2,Milan,34,18,10,6,46,19,27,46,Banned from European competition,1990/91,Milano,2.421
3,Inter Milan,34,18,10,6,56,31,25,46,Qualification to UEFA Cup,1990/91,Milano,1.806
4,Genoa,34,14,12,8,51,36,15,40,Qualification to UEFA Cup,1990/91,Genova,1.417
5,Torino,34,12,14,8,40,29,11,38,Qualification to UEFA Cup,1990/91,Torino,1.379
6,Parma,34,13,12,9,35,31,4,38,Qualification to UEFA Cup,1990/91,Parma,1.129
7,Juventus,34,13,11,10,45,32,13,37,,1990/91,Torino,1.406
8,Napoli,34,11,15,8,37,37,0,37,,1990/91,Napoli,1.0
9,Roma,34,11,14,9,43,37,6,36,Qualification to Cup Winners' Cup,1990/91,Roma,1.162
10,Atalanta,34,11,13,10,38,37,1,35,,1990/91,Bergamo,1.027
11,Lazio,34,8,19,7,33,36,-3,35,,1990/91,Roma,0.917
12,Fiorentina,34,8,15,11,40,34,6,31,,1990/91,Firenze,1.176
13,Bari,34,9,11,14,41,47,-6,29,,1990/91,Bari,0.872
14,Cagliari,34,6,17,11,29,44,-15,29,,1990/91,Cagliari,0.659
15,Lecce,34,6,13,15,20,47,-27,25,Relegation to Serie B,1990/91,Lecce,0.426
16,Pisa,34,8,6,20,34,60,-26,22,Relegation to Serie B,1990/91,Pisa,0.567
17,Cesena,34,5,9,20,28,58,-30,19,Relegation to Serie B,1990/91,Cesena,0.483
18,Bologna,34,4,10,20,29,63,-34,18,Relegation to Serie B,1990/91,Bologna,0.46
1,Milan,34,22,12,0,74,21,53,56,Qualification to European Cup,1991/92,Milano,3.524
2,Juventus,34,18,12,4,45,22,23,48,Qualification to UEFA Cup,1991/92,Torino,2.045
3,Torino,34,14,15,5,42,20,22,43,Qualification to UEFA Cup,1991/92,Torino,2.1
4,Napoli,34,15,12,7,56,40,16,42,Qualification to UEFA Cup,1991/92,Napoli,1.4
5,Roma,34,13,14,7,37,31,6,40,Qualification to UEFA Cup,1991/92,Roma,1.194
6,Sampdoria,34,11,16,7,38,31,7,38,,1991/92,Genova,1.226
7,Parma,34,11,16,7,32,28,4,38,Qualification to Cup Winners' Cup,1991/92,Parma,1.143
8,Inter Milan,34,10,17,7,28,28,0,37,,1991/92,Milano,1.0
9,Foggia,34,12,11,11,58,58,0,35,,1991/92,Foggia,1.0
10,Lazio,34,11,12,11,43,40,3,34,,1991/92,Roma,1.075
11,Atalanta,34,10,14,10,31,33,-2,34,,1991/92,Bergamo,0.939
12,Fiorentina,34,10,12,12,44,41,3,32,,1991/92,Firenze,1.073
13,Cagliari,34,7,15,12,30,34,-4,29,,1991/92,Cagliari,0.882
14,Genoa,34,9,11,14,35,47,-12,29,,1991/92,Genova,0.745
15,Bari,34,6,10,18,26,47,-21,22,Relegation to Serie B,1991/92,Bari,0.553
16,Hellas Verona,34,7,7,20,24,57,-33,21,Relegation to Serie B,1991/92,Verona,0.421
17,Cremonese,34,5,10,19,27,49,-22,20,Relegation to Serie B,1991/92,Cremona,0.551
18,Ascoli,34,4,6,24,25,68,-43,14,Relegation to Serie B,1991/92,Ascoli Piceno,0.368
1,Milan,34,18,14,2,65,32,33,50,Qualification to European Cup,1992/93,Milano,2.031
2,Inter Milan,34,17,12,5,59,36,23,46,Qualification to UEFA Cup,1992/93,Milano,1.639
3,Parma,34,16,9,9,47,34,13,41,Qualification to Cup Winners' Cup,1992/93,Parma,1.382
4,Juventus,34,15,9,10,59,47,12,39,Qualification to UEFA Cup,1992/93,Torino,1.255
5,Lazio,34,13,12,9,65,51,14,38,Qualification to UEFA Cup,1992/93,Roma,1.275
6,Cagliari,34,14,9,11,45,33,12,37,Qualification to UEFA Cup,1992/93,Cagliari,1.364
7,Sampdoria,34,12,12,10,50,48,2,36,,1992/93,Genova,1.042
8,Atalanta,34,14,8,12,42,44,-2,36,,1992/93,Bergamo,0.955
9,Torino,34,9,17,8,38,38,0,35,Qualification to Cup Winners' Cup,1992/93,Torino,1.0
10,Roma,34,8,17,9,42,39,3,33,,1992/93,Roma,1.077
11,Napoli,34,10,12,12,49,50,-1,32,,1992/93,Napoli,0.98
12,Foggia,34,10,12,12,39,55,-16,32,,1992/93,Foggia,0.709
13,Genoa,34,7,17,10,41,55,-14,31,,1992/93,Genova,0.745
14,Udinese,34,10,10,14,42,48,-6,30,Relegation tie-breaker,1992/93,Udine,0.875
15,Brescia,34,9,12,13,36,44,-8,30,Serie B after tie-breaker,1992/93,Brescia,0.818
16,Fiorentina,34,8,14,12,53,56,-3,30[c],Relegation to Serie B,1992/93,Firenze,0.946
17,Ancona,34,6,7,21,39,73,-34,19,Relegation to Serie B,1992/93,Ancona,0.534
18,Pescara,34,6,5,23,47,75,-28,17,Relegation to Serie B,1992/93,Pescara,0.627
1,Milan,34,19,12,3,36,15,21,50,Qualified to Champions League,1993/94,Milano,2.4
2,Juventus,34,17,13,4,58,25,33,47,Qualification to UEFA Cup,1993/94,Torino,2.32
3,Lazio,34,17,10,7,55,40,15,44,Qualification to UEFA Cup,1993/94,Roma,1.375
4,Sampdoria,34,18,8,8,64,39,25,44,Qualification to Cup Winners' Cup,1993/94,Genova,1.641
5,Parma,34,17,7,10,50,35,15,41,Qualification to UEFA Cup,1993/94,Parma,1.429
6,Napoli,34,12,12,10,41,35,6,36,Qualification to UEFA Cup,1993/94,Napoli,1.171
7,Roma,34,10,15,9,35,30,5,35,,1993/94,Roma,1.167
8,Torino,34,11,12,11,39,37,2,34,,1993/94,Torino,1.054
9,Foggia,34,10,13,11,46,46,0,33,,1993/94,Foggia,1.0
10,Cremonese,34,8,16,10,41,41,0,32,,1993/94,Cremona,1.0
11,Genoa,34,8,16,10,32,40,-8,32,,1993/94,Genova,0.8
12,Cagliari,34,10,12,12,39,48,-9,32,,1993/94,Cagliari,0.812
13,Inter Milan,34,11,9,14,46,45,1,31,Qualification to UEFA Cup,1993/94,Milano,1.022
14,Reggiana,34,10,11,13,29,37,-8,31,,1993/94,Reggio Emilia,0.784
15,Piacenza,34,8,14,12,32,43,-11,30,Relegation to Serie B,1993/94,Piacenza,0.744
16,Udinese,34,7,14,13,35,48,-13,28,Relegation to Serie B,1993/94,Udine,0.729
17,Atalanta,34,5,11,18,35,65,-30,21,Relegation to Serie B,1993/94,Bergamo,0.538
18,Lecce,34,3,5,26,28,72,-44,11,Relegation to Serie B,1993/94,Lecce,0.389
1,Juventus,34,23,4,7,59,32,27,73,Qualified to Champions League,1994/95,Torino,1.844
2,Parma,34,18,9,7,51,31,20,63,Qualification to Cup Winners' Cup,1994/95,Parma,1.645
3,Lazio,34,19,6,9,69,34,35,63,Qualification to UEFA Cup,1994/95,Roma,2.029
4,Milan,34,17,9,8,53,32,21,60,Qualification to UEFA Cup,1994/95,Milano,1.656
5,Roma,34,16,11,7,46,25,21,59,Qualification to UEFA Cup,1994/95,Roma,1.84
6,Inter Milan,34,14,10,10,39,34,5,52,Qualification to UEFA Cup,1994/95,Milano,1.147
7,Napoli,34,13,12,9,40,45,-5,51,,1994/95,Napoli,0.889
8,Sampdoria,34,13,11,10,51,37,14,50,,1994/95,Genova,1.378
9,Cagliari,34,13,10,11,40,39,1,49,,1994/95,Cagliari,1.026
10,Fiorentina,34,12,11,11,61,57,4,47,,1994/95,Firenze,1.07
11,Torino,34,12,9,13,44,48,-4,45,,1994/95,Torino,0.917
12,Bari,34,12,8,14,40,43,-3,44,,1994/95,Bari,0.93
13,Cremonese,34,11,8,15,35,38,-3,41,,1994/95,Cremona,0.921
14,Padova,34,12,4,18,37,58,-21,40[a],Relegation tie-breaker,1994/95,Padova,0.638
15,Genoa,34,10,10,14,34,49,-15,40[b],Serie B after tie-breaker,1994/95,Genova,0.694
16,Foggia,34,8,10,16,32,50,-18,34,Relegation to Serie B,1994/95,Foggia,0.64
17,Reggiana,34,4,6,24,24,56,-32,18,Relegation to Serie B,1994/95,Reggio Emilia,0.429
18,Brescia,34,2,6,26,18,65,-47,12,Relegation to Serie B,1994/95,Brescia,0.277
1,Milan,34,21,10,3,60,24,36,73,Qualified to Champions League,1995/96,Milano,2.5
2,Juventus,34,19,8,7,58,35,23,65[a],Qualified to Champions League,1995/96,Torino,1.657
3,Lazio,34,17,8,9,66,38,28,59,Qualification to UEFA Cup,1995/96,Roma,1.737
4,Fiorentina,34,17,8,9,53,41,12,59,Qualification to Cup Winners' Cup,1995/96,Firenze,1.293
5,Roma,34,16,10,8,51,34,17,58[b],Qualification to UEFA Cup,1995/96,Roma,1.5
6,Parma,34,16,10,8,44,31,13,58,Qualification to UEFA Cup,1995/96,Parma,1.419
7,Inter Milan,34,15,9,10,51,30,21,54,Qualification to UEFA Cup,1995/96,Milano,1.7
8,Sampdoria,34,14,10,10,59,47,12,52,,1995/96,Genova,1.255
9,Vicenza,34,13,10,11,36,37,-1,49,,1995/96,Vicenza,0.973
10,Cagliari,34,11,8,15,34,47,-13,41[c],,1995/96,Cagliari,0.723
11,Udinese,34,11,8,15,41,49,-8,41,,1995/96,Udine,0.837
12,Napoli,34,10,11,13,28,41,-13,41,,1995/96,Napoli,0.683
13,Atalanta,34,11,6,17,38,50,-12,39,,1995/96,Bergamo,0.76
14,Piacenza,34,9,10,15,31,48,-17,37,,1995/96,Piacenza,0.646
15,Bari,34,8,8,18,49,71,-22,32,Relegation to Serie B,1995/96,Bari,0.69
16,Torino,34,6,11,17,28,46,-18,29,Relegation to Serie B,1995/96,Torino,0.609
17,Cremonese,34,5,12,17,37,57,-20,27,Relegation to Serie B,1995/96,Cremona,0.649
18,Padova,34,7,3,24,41,79,-38,24,Relegation to Serie B,1995/96,Padova,0.519
1,Juventus,34,17,14,3,51,24,27,65,Qualified to Champions League group stage,1996/97,Torino,2.125
2,Parma,34,18,9,7,41,26,15,63,Qualified to Champions League qualifying round,1996/97,Parma,1.577
3,Inter Milan,34,15,14,5,51,35,16,59,Qualification to UEFA Cup,1996/97,Milano,1.457
4,Lazio,34,15,10,9,54,37,17,55,Qualification to UEFA Cup,1996/97,Roma,1.459
5,Udinese,34,15,9,10,53,41,12,54,Qualification to UEFA Cup,1996/97,Udine,1.293
6,Sampdoria,34,14,11,9,60,46,14,53,Qualification to UEFA Cup,1996/97,Genova,1.304
7,Bologna,34,13,10,11,50,44,6,49,,1996/97,Bologna,1.136
8,Vicenza,34,12,11,11,43,38,5,47,Qualification to Cup Winners' Cup,1996/97,Vicenza,1.132
9,Fiorentina,34,10,15,9,46,41,5,45,,1996/97,Firenze,1.122
10,Atalanta,34,11,11,12,44,46,-2,44,,1996/97,Bergamo,0.957
11,Milan,34,11,10,13,43,45,-2,43,,1996/97,Milano,0.956
12,Roma,34,10,11,13,46,47,-1,41[a],,1996/97,Roma,0.979
13,Napoli,34,9,14,11,38,45,-7,41,,1996/97,Napoli,0.844
14,Piacenza,34,7,16,11,29,45,-16,37[b],Relegation tie-breaker,1996/97,Piacenza,0.644
15,Cagliari,34,9,10,15,45,55,-10,37[c],Serie B after tie-breaker,1996/97,Cagliari,0.818
16,Perugia,34,10,7,17,48,62,-14,37[d],Relegation to Serie B,1996/97,Perugia,0.774
17,Hellas Verona,34,6,9,19,38,64,-26,27,Relegation to Serie B,1996/97,Verona,0.594
18,Reggiana,34,2,13,19,28,67,-39,19,Relegation to Serie B,1996/97,Reggio Emilia,0.418
1,Juventus,34,21,11,2,67,28,39,74,Qualification to Champions League group stage,1997/98,Torino,2.393
2,Inter Milan,34,21,6,7,62,27,35,69,Qualification to Champions League second qualifying round,1997/98,Milano,2.296
3,Udinese,34,19,7,8,62,40,22,64,Qualification to UEFA Cup,1997/98,Udine,1.55
4,Roma,34,16,11,7,67,42,25,59,Qualification to UEFA Cup,1997/98,Roma,1.595
5,Fiorentina,34,15,12,7,65,36,29,57[a],Qualification to UEFA Cup,1997/98,Firenze,1.806
6,Parma,34,15,12,7,55,39,16,57,Qualification to UEFA Cup,1997/98,Parma,1.41
7,Lazio,34,16,8,10,53,30,23,56,Qualification to Cup Winners' Cup,1997/98,Roma,1.767
8,Bologna,34,12,12,10,55,46,9,48[b],Qualification to Intertoto Cup third round[1],1997/98,Bologna,1.196
9,Sampdoria,34,13,9,12,52,55,-3,48,Qualification to Intertoto Cup second round,1997/98,Genova,0.945
10,Milan,34,11,11,12,37,43,-6,44,,1997/98,Milano,0.86
11,Bari,34,10,8,16,30,45,-15,38,,1997/98,Bari,0.667
12,Piacenza,34,7,16,11,29,38,-9,37,,1997/98,Piacenza,0.763
13,Empoli,34,10,7,17,50,58,-8,37,,1997/98,Empoli,0.862
14,Vicenza,34,9,9,16,36,61,-25,36,,1997/98,Vicenza,0.59
15,Brescia,34,9,8,17,45,63,-18,35,Relegation to Serie B,1997/98,Brescia,0.714
16,Atalanta,34,7,11,16,25,48,-23,32,Relegation to Serie B,1997/98,Bergamo,0.521
17,Lecce,34,6,8,20,32,72,-40,26,Relegation to Serie B,1997/98,Lecce,0.444
18,Napoli,34,2,8,24,25,76,-51,14,Relegation to Serie B,1997/98,Napoli,0.329
1,Milan,34,20,10,4,59,34,25,70,Qualification to Champions League group stage,1998/99,Milano,1.735
2,Lazio,34,20,9,5,65,31,34,69,Qualification to Champions League group stage,1998/99,Roma,2.097
3,Fiorentina,34,16,8,10,55,41,14,56,Qualification to Champions League third qualifying round[1],1998/99,Firenze,1.341
4,Parma,34,15,10,9,55,36,19,55,Qualification to Champions League third qualifying round[1],1998/99,Parma,1.528
5,Roma,34,15,9,10,69,49,20,54[a],Qualification to UEFA Cup first round,1998/99,Roma,1.408
6,Udinese,34,16,6,12,52,52,0,54,Qualification to UEFA Cup first round,1998/99,Udine,1.0
7,Juventus,34,15,9,10,42,36,6,54,Qualification to Intertoto Cup third round[2],1998/99,Torino,1.167
8,Inter Milan,34,13,7,14,59,54,5,46,,1998/99,Milano,1.093
9,Bologna,34,11,11,12,44,47,-3,44,Qualification to UEFA Cup first round,1998/99,Bologna,0.936
10,Bari,34,9,15,10,39,44,-5,42[e],,1998/99,Bari,0.886
11,Venezia,34,11,9,14,38,45,-7,42[e],,1998/99,Venezia,0.844
12,Piacenza,34,11,8,15,48,49,-1,41[f],,1998/99,Piacenza,0.98
13,Cagliari,34,11,8,15,49,50,-1,41[f],,1998/99,Cagliari,0.98
14,Perugia,34,11,6,17,43,61,-18,39,Qualification to Intertoto Cup second round,1998/99,Perugia,0.705
15,Salernitana,34,10,8,16,37,51,-14,38,Relegation to Serie B,1998/99,Salerno,0.725
16,Sampdoria,34,9,10,15,38,55,-17,37,Relegation to Serie B,1998/99,Genova,0.691
17,Vicenza,34,8,9,17,27,47,-20,33,Relegation to Serie B,1998/99,Vicenza,0.574
18,Empoli,34,4,10,20,26,63,-37,20,Relegation to Serie B,1998/99,Empoli,0.413
1,Lazio,34,21,9,4,64,33,31,72,Qualification to Champions League first group stage,1999/2000,Roma,1.939
2,Juventus,34,21,8,5,46,20,26,71,Qualification to Champions League first group stage,1999/2000,Torino,2.3
3,Milan,34,16,13,5,65,40,25,61,Qualification to Champions League third qualifying round[3],1999/2000,Milano,1.625
4,Inter Milan,34,17,7,10,58,36,22,58,Qualification to Champions League third qualifying round[3],1999/2000,Milano,1.611
5,Parma,34,16,10,8,52,37,15,58,Qualification to UEFA Cup first round,1999/2000,Parma,1.405
6,Roma,34,14,12,8,57,34,23,54,Qualification to UEFA Cup first round,1999/2000,Roma,1.676
7,Fiorentina,34,13,12,9,48,38,10,51,Qualification to UEFA Cup first round,1999/2000,Firenze,1.263
8,Udinese,34,13,11,10,55,45,10,50,Qualification to Intertoto Cup third round[4],1999/2000,Udine,1.222
9,Hellas Verona,34,10,13,11,40,45,-5,43,,1999/2000,Verona,0.889
10,Perugia,34,12,6,16,36,52,-16,42,Qualification to Intertoto Cup second round,1999/2000,Perugia,0.692
11,Reggina,34,9,13,12,31,42,-11,40[d],,1999/2000,Reggio Calabria,0.738
12,Bologna,34,9,13,12,32,39,-7,40[d],,1999/2000,Bologna,0.821
13,Lecce,34,10,10,14,33,49,-16,40[d],,1999/2000,Lecce,0.673
14,Bari,34,10,9,15,34,48,-14,39,,1999/2000,Bari,0.708
15,Torino,34,8,12,14,35,47,-12,36,Relegation to Serie B,1999/2000,Torino,0.745
16,Venezia,34,6,8,20,30,60,-30,26,Relegation to Serie B,1999/2000,Venezia,0.5
17,Cagliari,34,3,13,18,29,54,-25,22,Relegation to Serie B,1999/2000,Cagliari,0.537
18,Piacenza,34,4,9,21,19,45,-26,21,Relegation to Serie B,1999/2000,Piacenza,0.422
1,Roma,34,22,9,3,68,33,35,75,Qualification to Champions League first group stage,2000/01,Roma,2.061
2,Juventus,34,21,10,3,61,27,34,73,Qualification to Champions League first group stage,2000/01,Torino,2.259
3,Lazio,34,21,6,7,65,36,29,69,Qualification to Champions League third qualifying round[6],2000/01,Roma,1.806
4,Parma,34,16,8,10,51,31,20,56,Qualification to Champions League third qualifying round[6],2000/01,Parma,1.645
5,Inter Milan,34,14,9,11,47,47,0,51,Qualification to UEFA Cup first round,2000/01,Milano,1.0
6,Milan,34,12,13,9,56,46,10,49,Qualification to UEFA Cup first round,2000/01,Milano,1.217
